table,register_name,bits,field_name,description,type,reset
Table 4-196: por_cxlapb_cxl_hdm_decoder_capability attributes,por_cxlapb_cxl_hdm_decoder_capability,[63:11],Reserved,Reserved,RO,-
Table 4-196: por_cxlapb_cxl_hdm_decoder_capability attributes,por_cxlapb_cxl_hdm_decoder_capability,[10],Poison_On_Decode_Err,If set the component is capable of returning poison on read access to addresses that are not positively decoded by any HDM Decoders in this component. If clear the component is not capable of returning poison under such scenarios. 1'h0,RO,-
Table 4-196: por_cxlapb_cxl_hdm_decoder_capability attributes,por_cxlapb_cxl_hdm_decoder_capability,[9],Interleave_Support_14,If set the component supports interleaving based on Address bit 14 Address bit 13 and Address bit 12. Root ports and switches shall always set this bit indicating support for interleaving based on Address bits 14-12. 1'h0,RO,-
Table 4-196: por_cxlapb_cxl_hdm_decoder_capability attributes,por_cxlapb_cxl_hdm_decoder_capability,[8],Interleave_Support_11,If set the component supports interleaving based on Address bit 11 Address bit 10 Address bit 9 and Address bit 8. Root Ports and Upstream Switch Ports shall always set this bit indicating support for interleaving based on Address bit 11-8. 1'h0,RO,-
Table 4-196: por_cxlapb_cxl_hdm_decoder_capability attributes,por_cxlapb_cxl_hdm_decoder_capability,[7:4],Target_Count,The number of target ports each decoder supports (applicable to Upstream Switch Port and Root Port only). Maximum of 8. 1 1 target port 2 2 target ports 8 8 target ports Other Reserved 4'h1,RO,-
Table 4-196: por_cxlapb_cxl_hdm_decoder_capability attributes,por_cxlapb_cxl_hdm_decoder_capability,[3:0],Decoder_Count,Reports the number of memory address decoders implemented by the component. 0 1 Decoder 1 2 Decoders 2 4 Decoders 3 6 Decoders 4 8 Decoders 5 10 Decoders Others Reserved 4'h0,RO,-
Table 4-197: por_cxlapb_cxl_hdm_decoder_global_control attributes,por_cxlapb_cxl_hdm_decoder_global_control,[63:2],Reserved,Reserved,RO,-
Table 4-197: por_cxlapb_cxl_hdm_decoder_global_control attributes,por_cxlapb_cxl_hdm_decoder_global_control,[1],HDM_Decoder_Enable,This bit is only applicable to CXL.mem devices and shall return 0 on Root Ports and Upstream Switch Ports. When this bit is set device shall use HDM decoders to decode CXL.mem transactions and not use HDM Base registers in DVSEC ID 0. Root Ports and Upstream Switch Ports always use HDM Decoders to decode CXL.mem transactions. 1'h0,RW,-
Table 4-197: por_cxlapb_cxl_hdm_decoder_global_control attributes,por_cxlapb_cxl_hdm_decoder_global_control,[0],Poison_On_Decode_Err,This bit is RO and is hard-wired to 0 if Poison On Decode Error Capability=0. If set the component returns poison on read access to addresses that are not positively decoded by the component. If clear the component returns all 1s data without a poison under such scenarios. 1'h0,RW,-
Table 4-198: por_cxlapb_cxl_hdm_decoder_0_base_low attributes,por_cxlapb_cxl_hdm_decoder_0_base_low,[63:32],Reserved,Reserved,RO,-
Table 4-198: por_cxlapb_cxl_hdm_decoder_0_base_low attributes,por_cxlapb_cxl_hdm_decoder_0_base_low,[31:28],Memory_Base_Low,Corresponds to bits 31:28 of the base of the address range managed by decoder 0 4'h0,RWL,-
Table 4-198: por_cxlapb_cxl_hdm_decoder_0_base_low attributes,por_cxlapb_cxl_hdm_decoder_0_base_low,[27:0],Reserved,Reserved,RO,-
Table 4-199: por_cxlapb_cxl_hdm_decoder_0_base_high attributes,por_cxlapb_cxl_hdm_decoder_0_base_high,[63:32],Reserved,Reserved,RO,-
Table 4-199: por_cxlapb_cxl_hdm_decoder_0_base_high attributes,por_cxlapb_cxl_hdm_decoder_0_base_high,[31:0],Memory_Base_High,Corresponds to bits 63:32 of the base of the address range managed by decoder 0. 32'h0,RWL,-
Table 4-200: por_cxlapb_cxl_hdm_decoder_0_size_low attributes,por_cxlapb_cxl_hdm_decoder_0_size_low,[63:32],Reserved,Reserved,RO,-
Table 4-200: por_cxlapb_cxl_hdm_decoder_0_size_low attributes,por_cxlapb_cxl_hdm_decoder_0_size_low,[31:28],Memory_Size_Low,Corresponds to bits 31:28 of the size of the address range managed by decoder 0 4'h0,RWL,-
Table 4-200: por_cxlapb_cxl_hdm_decoder_0_size_low attributes,por_cxlapb_cxl_hdm_decoder_0_size_low,[27:0],Reserved,Reserved,RO,-
Table 4-201: por_cxlapb_cxl_hdm_decoder_0_size_high attributes,por_cxlapb_cxl_hdm_decoder_0_size_high,[63:32],Reserved,Reserved,RO,-
Table 4-201: por_cxlapb_cxl_hdm_decoder_0_size_high attributes,por_cxlapb_cxl_hdm_decoder_0_size_high,[31:0],Memory_Size_High,Corresponds to bits 63:32 of the size of address range managed by decoder 0. 32'h0,RWL,-
Table 4-202: por_cxlapb_cxl_hdm_decoder_0_control attributes,por_cxlapb_cxl_hdm_decoder_0_control,[63:13],Reserved,Reserved,RO,-
Table 4-202: por_cxlapb_cxl_hdm_decoder_0_control attributes,por_cxlapb_cxl_hdm_decoder_0_control,[12],Target_Device_Type,0 Target is a CXL Type 2 Device 1 Target is a CXL Type 3 Device 1'h0,RWL,-
Table 4-202: por_cxlapb_cxl_hdm_decoder_0_control attributes,por_cxlapb_cxl_hdm_decoder_0_control,[11],Err_Not_Committed,Indicates the decode programming had an error and decoder is not active. 1'h0,RWL,-
Table 4-202: por_cxlapb_cxl_hdm_decoder_0_control attributes,por_cxlapb_cxl_hdm_decoder_0_control,[10],Committed,Indicates the decoder is active 1'h0,RWL,-
Table 4-202: por_cxlapb_cxl_hdm_decoder_0_control attributes,por_cxlapb_cxl_hdm_decoder_0_control,[9],Commit,Software sets this to 1 to commit this decoder 1'h0,RWL,-
Table 4-202: por_cxlapb_cxl_hdm_decoder_0_control attributes,por_cxlapb_cxl_hdm_decoder_0_control,[8],Lock_On_Commit,If set all RWL fields in Decoder 0 registers will become read only when Committed changes to 1. 1'h0,RWL,-
Table 4-202: por_cxlapb_cxl_hdm_decoder_0_control attributes,por_cxlapb_cxl_hdm_decoder_0_control,[7:4],Interleave_Ways,The number of targets across which this memory range is interleaved. 0 - 1 way 1 - 2 way 2 4 way 3 8 way All other reserved 4'h0,RWL,-
Table 4-202: por_cxlapb_cxl_hdm_decoder_0_control attributes,por_cxlapb_cxl_hdm_decoder_0_control,[3:0],Interleave_granularity,The number of consecutive bytes that are assigned to each target in the Target List. 0 256 Bytes 1 512 Bytes 2 1024 Bytes (1KB) 3 2048 Bytes (2KB) 4 4096 Bytes (4KB) 5 8192 Bytes (8 KB) 6 16384 Bytes (16 KB) 4'h0,RWL,-
Table 4-203: por_cxlapb_cxl_hdm_decoder_0_dpa_skip_low attributes,por_cxlapb_cxl_hdm_decoder_0_dpa_skip_low,[63:32],Reserved,Reserved,RO,-
Table 4-203: por_cxlapb_cxl_hdm_decoder_0_dpa_skip_low attributes,por_cxlapb_cxl_hdm_decoder_0_dpa_skip_low,[31:28],DPA_Skip_Low,Corresponds to bits 31:28 of the DPA Skip length which when non-zero specifies a length of DPA 4'h0,RWL,-
Table 4-203: por_cxlapb_cxl_hdm_decoder_0_dpa_skip_low attributes,por_cxlapb_cxl_hdm_decoder_0_dpa_skip_low,[27:0],Reserved,Reserved,RO,-
Table 4-204: por_cxlapb_cxl_hdm_decoder_0_dpa_skip_high attributes,por_cxlapb_cxl_hdm_decoder_0_dpa_skip_high,[63:32],Reserved,Reserved,RO,-
Table 4-204: por_cxlapb_cxl_hdm_decoder_0_dpa_skip_high attributes,por_cxlapb_cxl_hdm_decoder_0_dpa_skip_high,[31:0],DPA_Skip_High,Corresponds to bits 63:32 of the DPA Skip length which when non-zero specifies a length of DPA 32'h0,RWL,-
Table 4-205: por_cxlapb_snoop_filter_group_id attributes,por_cxlapb_snoop_filter_group_id,[63:16],Reserved,Reserved,RO,-
Table 4-205: por_cxlapb_snoop_filter_group_id attributes,por_cxlapb_snoop_filter_group_id,[15:0],Group_ID,Uniquely identifies a snoop filter instance that is used to track CXL.cache devices below this Port. All 16'h0,RO,-
Table 4-206: por_cxlapb_snoop_filter_effective_size attributes,por_cxlapb_snoop_filter_effective_size,[63:32],Reserved,Reserved,RO,-
Table 4-206: por_cxlapb_snoop_filter_effective_size attributes,por_cxlapb_snoop_filter_effective_size,[31:0],Capacity,Effective Snoop Filter Capacity representing the size of cache that can be effectively tracked by the 32'h0,RO,-
Table 4-207: por_cxlapb_dvsec_cxl_range_1_base_high attributes,por_cxlapb_dvsec_cxl_range_1_base_high,[63:32],Reserved,Reserved,RO,-
Table 4-207: por_cxlapb_dvsec_cxl_range_1_base_high attributes,por_cxlapb_dvsec_cxl_range_1_base_high,[31:0],Memory_Base_High,Corresponds to bits 63:32 of CXL Range 1 base in the host address space. Locked by CONFIG_LOCK. If a device implements CXL HDM Decoder Capability registers and software has enabled HDM Decoder by setting HDM Decoder Enable bit in CXL HDM Decoder Global Control register the value of this field is not used during address decode. It is recommended that software program this to match CXL HDM Decoder 0 Base High Register for backward compatibility reasons. 32'h0,RWL,-
Table 4-208: por_cxlapb_dvsec_cxl_range_1_base_low attributes,por_cxlapb_dvsec_cxl_range_1_base_low,[63:32],Reserved,Reserved,RO,-
Table 4-208: por_cxlapb_dvsec_cxl_range_1_base_low attributes,por_cxlapb_dvsec_cxl_range_1_base_low,[31:28],Memory_Base_Low,Corresponds to bits 31:28 of CXL Range 1 base in the host address space. Locked by 4'h0,RWL,-
Table 4-208: por_cxlapb_dvsec_cxl_range_1_base_low attributes,por_cxlapb_dvsec_cxl_range_1_base_low,[27:0],Reserved,Reserved,RO,-
Table 4-209: por_cxlapb_dvsec_cxl_range_2_base_high attributes,por_cxlapb_dvsec_cxl_range_2_base_high,[63:32],Reserved,Reserved,RO,-
Table 4-209: por_cxlapb_dvsec_cxl_range_2_base_high attributes,por_cxlapb_dvsec_cxl_range_2_base_high,[31:0],Memory_Base_High,Corresponds to bits 63:32 of CXL Range 2 base in the host address space. Locked by CONFIG_LOCK. If a device implements CXL HDM Decoder Capability registers and software has enabled HDM Decoder by setting HDM Decoder Enable bit in CXL HDM Decoder Global Control register the value of this field is not used during address decode. It is recommended that software program this to match the corresponding CXL HDM Decoder Base High Register for backward compatibility reasons. 32'h0,RWL,-
Table 4-210: por_cxlapb_dvsec_cxl_range_2_base_low attributes,por_cxlapb_dvsec_cxl_range_2_base_low,[63:32],Reserved,Reserved,RO,-
Table 4-210: por_cxlapb_dvsec_cxl_range_2_base_low attributes,por_cxlapb_dvsec_cxl_range_2_base_low,[31:28],Memory_Base_Low,Corresponds to bits 31:28 of CXL Range 2 base in the host address space. Locked by 4'h0,RWL,-
Table 4-210: por_cxlapb_dvsec_cxl_range_2_base_low attributes,por_cxlapb_dvsec_cxl_range_2_base_low,[27:0],Reserved,Reserved,RO,-
Table 4-211: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[63:15],Reserved,Reserved,RO,-
Table 4-211: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[14],Viral_Enable,When set enables Viral handling in the CXL device. Locked by CONFIG_LOCK. If 0 the CXL device may ignore the viral that it receives 1'h0,RWL,-
Table 4-211: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[13:12],Reserved,Reserved,RO,-
Table 4-211: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[11],Cache_Clean_Eviction,Performance hint to the device. Locked by CONFIG_LOCK. 0 Indicates clean evictions from device caches are needed for best performance 1 Indicates clean evictions from device caches are NOT needed for best performance 1'h0,RWL,-
Table 4-211: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[10:8],Cache_SF_Granularity,Performance hint to the device. Locked by CONFIG_LOCK. 000 Indicates 64B granular tracking on the Host 001 Indicates 128B granular tracking on the Host 010 Indicates 256B granular tracking on the Host 011 Indicates 512B granular tracking on the Host 100 Indicates 1KB granular tracking on the Host 101 Indicates 2KB granular tracking on the Host 110 Indicates 4KB granular tracking on the Host 111 Reserved 3'h0,RWL,-
Table 4-211: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[7:3],Cache_SF_Coverage,Performance hint to the device. Locked by CONFIG_LOCK. 0x00: Indicates no Snoop Filter coverage on the Host For all other values of N: Indicates Snoop Filter coverage on the Host of 2^(N+15d) Bytes. 5'h0,RWL,-
Table 4-211: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[2],Mem_Enable,When set enables CXL.mem protocol operation when in Flex Bus.CXL mode. Locked by CONFIG_LOCK. 1'h0,RWL,-
Table 4-211: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[1],IO_Enable,When set enables CXL.io protocol operation when in Flex Bus.CXL mode. 1'h1,RWL,-
Table 4-211: por_cxlapb_dvsec_cxl_control attributes,por_cxlapb_dvsec_cxl_control,[0],Cache_Enable,When set enables CXL.cache protocol operation when in Flex Bus.CXL mode. Locked by CONFIG_LOCK. 1'h0,RWL,-
Table 4-212: por_cxlapb_dvsec_cxl_control2 attributes,por_cxlapb_dvsec_cxl_control2,[63:4],Reserved,Reserved,RO,-
Table 4-212: por_cxlapb_dvsec_cxl_control2 attributes,por_cxlapb_dvsec_cxl_control2,[3],CXL_Reset_Mem_Clr_Enable,When set and CXL Reset Mem Clr Capable returns 1 Device shall clear or randomize volatile HDM ranges as part of the CXL Reset operation. When CXL Reset Mem Clr Capable is clear this bit is ignored and volatile HDM ranges may or may not be cleared or randomized during CXL Reset. 1'h0,RW,-
Table 4-212: por_cxlapb_dvsec_cxl_control2 attributes,por_cxlapb_dvsec_cxl_control2,[2],Initiate_CXL_Reset,When set to 1 device shall initiate CXL Reset as defined in Section 9.7. This bit always returns the value of 0 when read by the software. A write of 0 is ignored. 1'h0,RW,-
Table 4-212: por_cxlapb_dvsec_cxl_control2 attributes,por_cxlapb_dvsec_cxl_control2,[1],Initiate_Cache_Write_Back,When set to 1 device shall write back all modified lines in the local cache and invalidate all lines. The device shall send CacheFlushed message to host as required by CXL.Cache protocol to indicate it does not hold any modified lines. 1'h0,RW,-
Table 4-212: por_cxlapb_dvsec_cxl_control2 attributes,por_cxlapb_dvsec_cxl_control2,[0],Disable_Caching,When set to 1 device shall no longer cache new modified lines in its local cache. Device shall continue to correctly respond to CXL.cache transactions. 1'h0,RW,-
Table 4-213: por_cxlapb_dvsec_cxl_lock attributes,por_cxlapb_dvsec_cxl_lock,[63:1],Reserved,Reserved,RO,-
Table 4-213: por_cxlapb_dvsec_cxl_lock attributes,por_cxlapb_dvsec_cxl_lock,[0],CONFIG_LOCK,When set all register fields in the PCIe DVSEC for CXL Devices Capability with RWL attribute 1'h0,RW,-
Table 4-214: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[63:7],Reserved,Reserved,RO,-
Table 4-214: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[6],CXL_Multi_Logical_Device_Enable,When set enable Multi-Logical Device operation when in Flex Bus.CXL mode 1'h0,RW,-
Table 4-214: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[5],CXL2p0_Enable,When set enable CXL2.0 protocol operation when in Flex Bus.CXL mode. 1'h0,RW,-
Table 4-214: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[4:3],Reserved,Reserved,RO,-
Table 4-214: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[2],Mem_Enable,When set enables CXL.mem protocol operation when in Flex Bus.CXL mode. 1'h0,RW,-
Table 4-214: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[1],Reserved,Reserved,RO,-
Table 4-214: por_cxlapb_dvsec_flex_bus_port_control attributes,por_cxlapb_dvsec_flex_bus_port_control,[0],Cache_Enable,When set enables CXL.cache protocol operation when in Flex Bus.CXL mode. 1'h0,RW,-
Table 4-215: por_cxlapb_err_capabilities_control attributes,por_cxlapb_err_capabilities_control,[63:14],Reserved,Reserved,RO,-
Table 4-215: por_cxlapb_err_capabilities_control attributes,por_cxlapb_err_capabilities_control,[13],Poison_Enabled,If this bit is 0 CXL 1.1 Upstream Ports CXL 1.1 Downstream Ports and CXL 2.0 Root Port shall 1'h0,RW,-
Table 4-215: por_cxlapb_err_capabilities_control attributes,por_cxlapb_err_capabilities_control,[12:0],Reserved,Reserved,RO,-
Table 4-216: por_cxlapb_IDE_key_refresh_time_control attributes,por_cxlapb_IDE_key_refresh_time_control,[63:32],Reserved,Reserved,RO,-
Table 4-216: por_cxlapb_IDE_key_refresh_time_control attributes,por_cxlapb_IDE_key_refresh_time_control,[31:0],Tx_Key_Refresh_Time,Minimum number of flits transmitter needs to block transmission of protocol flits after IDE.Start has sent. Used when switching keys. 32'h0,RW,-
Table 4-217: por_cxlapb_IDE_truncation_transmit_delay_control attributes,por_cxlapb_IDE_truncation_transmit_delay_control,[63:8],Reserved,Reserved,RO,-
Table 4-217: por_cxlapb_IDE_truncation_transmit_delay_control attributes,por_cxlapb_IDE_truncation_transmit_delay_control,[7:0],Tx_truncation_transmit_delay,This parameter feeds into the computation of minimum number of IDE idle flits Transmitter needs send after sending a truncated MAC flit. 8'h0,RW,-
Table 4-218: por_cxlapb_ll_to_ull_msg attributes,por_cxlapb_ll_to_ull_msg,[63:0],msg_payload,Contains 64 bits of message sent from ll to ull 64'h0,RW,-
Table 4-219: por_cxlapb_cxl_timeout_isolation_control attributes,por_cxlapb_cxl_timeout_isolation_control,[63:27],Reserved,Reserved,RO,-
Table 4-219: por_cxlapb_cxl_timeout_isolation_control attributes,por_cxlapb_cxl_timeout_isolation_control,[26],isolation_interrupt_enable,When Set this bit enables the generation of an interrupt to indicate that Isolation has been triggered. 1'h0,RW,-
Table 4-219: por_cxlapb_cxl_timeout_isolation_control attributes,por_cxlapb_cxl_timeout_isolation_control,[25],isolation_err_cor_enaable,When Set this bit enables the sending of an ERR_COR Message to indicate Isolation has been triggered. 1'h0,RW,-
Table 4-219: por_cxlapb_cxl_timeout_isolation_control attributes,por_cxlapb_cxl_timeout_isolation_control,[24:20],Reserved,Reserved,RO,-
Table 4-219: por_cxlapb_cxl_timeout_isolation_control attributes,por_cxlapb_cxl_timeout_isolation_control,[19],cxl_cache_isolation_linkdown_enable,This field allows System Software to trigger link down on the CXL Root Port if CXL.cache enters Isolation mode. 1'h0,RW,-
Table 4-219: por_cxlapb_cxl_timeout_isolation_control attributes,por_cxlapb_cxl_timeout_isolation_control,[18],cxl_cache_isolation_enable,This field allows System Software to enable CXL.cache Isolation actions. 1'h0,RW,-
Table 4-219: por_cxlapb_cxl_timeout_isolation_control attributes,por_cxlapb_cxl_timeout_isolation_control,[17],cxl_mem_isolation_linkdown_enable,This field allows System Software to trigger link down on the CXL Root Port if CXL.mem enters Isolation mode. 1'h0,RW,-
Table 4-219: por_cxlapb_cxl_timeout_isolation_control attributes,por_cxlapb_cxl_timeout_isolation_control,[16],cxl_mem_isolation_enable,This field allows System Software to enable CXL.mem Isolation actions. If this field is set Isolation actions will be triggered if either a CXL.mem Transaction Timeout is detected or if the CXL link went down. 1'h0,RW,-
