table,register_name,bits,field_name,description,type,reset
Table 8-308: por_cxlapb_CXL_Cache_ID_Decoder_Capability attributes,por_cxlapb_CXL_Cache_ID_Decoder_Capability,[0],Explicit_Cache_ID_Decoder_Commit_Required,"If 1, indicates that the software must set Cache ID Decoder Commit bit anytime a new CXL.cache device is enabled anywhere below this port. If 1, the Cache ID Decoder Commit bit, the Cache ID Decoder Committed bit, the Cache ID Decoder Commit timeout Scale field, the Cache ID Decoder Commit Timeout Base field, and Cache ID Decoder Error Not Committed bit are implemented. Cache ID Decoder Commit operation may be used by a component to update its internal structures or perform consistency checks.",RO,0x0
Table 8-309: por_cxlapb_CXL_Cache_ID_Decoder_Control attributes,por_cxlapb_CXL_Cache_ID_Decoder_Control,[31:26],Reserved,Reserved,RO,-
Table 8-309: por_cxlapb_CXL_Cache_ID_Decoder_Control attributes,por_cxlapb_CXL_Cache_ID_Decoder_Control,[25:24],Trust_Level,Trust Level assigned to the directly connected device when Assign Cache ID=1. 00b = See Table 8-26 01b = Reserved 10b = See Table 8-26 11b = Reserved The reset default is 10b.,RW,0x0
Table 8-309: por_cxlapb_CXL_Cache_ID_Decoder_Control attributes,por_cxlapb_CXL_Cache_ID_Decoder_Control,[23:20],Reserved,Reserved,RO,-
Table 8-309: por_cxlapb_CXL_Cache_ID_Decoder_Control attributes,por_cxlapb_CXL_Cache_ID_Decoder_Control,[19:16],Local_Cache_ID,"If Assign Cache ID Enable=1, the Port assigns this Cache ID to the directly connected CXL.cache device regardless of whether it is using HDM-D flows or HDM-DB flows. The reset default is 0h.",RW,0x0
Table 8-309: por_cxlapb_CXL_Cache_ID_Decoder_Control attributes,por_cxlapb_CXL_Cache_ID_Decoder_Control,[15:12],Reserved,Reserved,RO,-
Table 8-309: por_cxlapb_CXL_Cache_ID_Decoder_Control attributes,por_cxlapb_CXL_Cache_ID_Decoder_Control,[11:8],HDM_D_Type_2_Device_Cache_ID,"If HDM-D Type 2 Device Present=1, this field represents the Cache ID that has been assigned to the Type 2 device below this Downstream Port that is using HDM-D flows. This field may be used by the port to identify a Type 2 device that is using HDM-D flows and must not be used for assigning Cache ID. The reset default is 0h.",RW,0x0
Table 8-309: por_cxlapb_CXL_Cache_ID_Decoder_Control attributes,por_cxlapb_CXL_Cache_ID_Decoder_Control,[7:4],Reserved,Reserved,RO,-
Table 8-309: por_cxlapb_CXL_Cache_ID_Decoder_Control attributes,por_cxlapb_CXL_Cache_ID_Decoder_Control,[3],Cache_ID_Decoder_Commit,"If Explicit Cache ID Decoder Commit Required=1. software must cause this RW 0x0 bit to transition from 0 to 1 to commit the Cache ID assignment change to this Cache ID Decoder instance. The default value of this field is 0. This bit must be the Explicit Cache ID Decoder Commit Required bit is set; otherwise, it is permitted to be hardwired to 0 and the Cache ID Decoder update does not require an explicit commit. Software must not set this bit unless the Explicit Cache ID Decoder Commit Required bit is set. if",RW,-
Table 8-309: por_cxlapb_CXL_Cache_ID_Decoder_Control attributes,por_cxlapb_CXL_Cache_ID_Decoder_Control,[2],HDM_D_Type_2_Device_Present,1 indicates there is a Type 2 Device below this Downstream Port that is using HDM-D flows. The reset default is 0.,RW,0x0
Table 8-309: por_cxlapb_CXL_Cache_ID_Decoder_Control attributes,por_cxlapb_CXL_Cache_ID_Decoder_Control,[1],Assign_Cache_ID,1 indicates this Downstream Port is connected directly to a CXL.cache Device and assigns a cache ID=Local Cache ID to it. The reset default is 0.,RW,0x0
Table 8-309: por_cxlapb_CXL_Cache_ID_Decoder_Control attributes,por_cxlapb_CXL_Cache_ID_Decoder_Control,[0],Forward_Cache_ID,1 indicates the Port forwards CXL.cache messages in both directions. The reset default is 0.,RW,0x0
Table 8-310: por_cxlapb_CXL_Cache_ID_Decoder_Status attributes,por_cxlapb_CXL_Cache_ID_Decoder_Status,[31:16],Reserved,Reserved,RO,-
Table 8-310: por_cxlapb_CXL_Cache_ID_Decoder_Status attributes,por_cxlapb_CXL_Cache_ID_Decoder_Status,[15:12],Cache_ID_Decoder_Commit_Timeout_Base,"This field determines the Cache ID Decoder Commit timeout. The timeout duration is calculated by multiplying the Timeout Base with the Timeout Scale. Failure to set either the Cache ID Decoder Committed bit or the Cache ID Decoder Error Not Committed bit within the timeout value is treated as equivalent to commit error. In case of a timeout, the software must clear the Cache ID Decoder Commit bit to 0 prior to setting it to 1 again. This field is reserved if Explicit Cache ID Decoder Commit Required=0.",RO,0x0
Table 8-310: por_cxlapb_CXL_Cache_ID_Decoder_Status attributes,por_cxlapb_CXL_Cache_ID_Decoder_Status,[11:8],Cache_ID_Decoder_Commit_Timeout_Scale,"This field specifies the time scale associated with Cache ID Decoder Commit Timeout. 0000b = 1 us, 0001b = 10 us, 0010b = 100 us, 0011b = 1 ms, 0100b = 10 ms, 0101b = 100 ms, 0110b = 1 second, 0111b = 10 seconds, All other encodings are reserved. This field is reserved if Explicit Cache ID Decoder Commit Required=0.",RO,0x0
Table 8-310: por_cxlapb_CXL_Cache_ID_Decoder_Status attributes,por_cxlapb_CXL_Cache_ID_Decoder_Status,[7:2],Reserved,Reserved,RO,-
Table 8-310: por_cxlapb_CXL_Cache_ID_Decoder_Status attributes,por_cxlapb_CXL_Cache_ID_Decoder_Status,[1],Cache_ID_Decoder_Error_Not_Committed,"When set to 1, it indicates that the last write that caused the Cache ID Decoder Commit bit to transition from 0 to 1 was processed by the component, but resulted in an error. This bit is cleared when the software causes the Cache ID Decoder Commit bit to transition from 1 to 0. This bit is reserved if Explicit Cache ID Decoder Commit Required=0.",RO,0x0
Table 8-310: por_cxlapb_CXL_Cache_ID_Decoder_Status attributes,por_cxlapb_CXL_Cache_ID_Decoder_Status,[0],Cache_ID_Decoder_Committed,"When set to 1, it indicates that the last write that caused the Cache ID Decoder Commit bit to transition from 0 to 1 was successfully processed by the component. This bit is cleared when the software causes the Cache ID Decoder Commit bit to transition from 1 to 0. This bit is reserved if Explicit Cache ID Decoder Commit Required=0.",RO,0x0
Table 8-311: por_cxlapb_link_layer_defeature attributes,por_cxlapb_link_layer_defeature,[63:1],Reserved,Reserved,RO,-
Table 8-311: por_cxlapb_link_layer_defeature attributes,por_cxlapb_link_layer_defeature,[0],disable_mdh,Write 1 to disable MDH. Software needs to ensure it programs this value consistently on the UP & DP.,RW,0b0
Table 8-312: por_c2capb_c2c_port_register_offset_header attributes,por_c2capb_c2c_port_register_offset_header,[63:32],Reserved,Reserved ‑,RO,-
Table 8-312: por_c2capb_c2c_port_register_offset_header attributes,por_c2capb_c2c_port_register_offset_header,[31:16],length,Length in bytes of this register block.,RO,0x20
Table 8-312: por_c2capb_c2c_port_register_offset_header attributes,por_c2capb_c2c_port_register_offset_header,[15:0],version,Version of the Port Register Offset register block.,RO,0x0
Table 8-313: por_c2capb_c2c_port_register_offset_table_0 attributes,por_c2capb_c2c_port_register_offset_table_0,[63],port_ingress_id_routetable_offset_valid,Indicates this register has been programmed and is valid.,RO,0b1
Table 8-313: por_c2capb_c2c_port_register_offset_table_0 attributes,por_c2capb_c2c_port_register_offset_table_0,[62:52],rsvd2,rsvd,RO,0x0
Table 8-313: por_c2capb_c2c_port_register_offset_table_0 attributes,por_c2capb_c2c_port_register_offset_table_0,[51:32],port_ingress_idroute_table_offset,Offset from the Port Registers Base for this register block.,RO,0x2060
Table 8-313: por_c2capb_c2c_port_register_offset_table_0 attributes,por_c2capb_c2c_port_register_offset_table_0,[31],portid_capabilities_and_control_offset_valid,Indicates this register has been programmed and is valid.,RO,0b1
Table 8-313: por_c2capb_c2c_port_register_offset_table_0 attributes,por_c2capb_c2c_port_register_offset_table_0,[30:20],rsvd,rsvd,RO,0x0
Table 8-313: por_c2capb_c2c_port_register_offset_table_0 attributes,por_c2capb_c2c_port_register_offset_table_0,[19:0],port_id_capabilities_and_control_offset,Offset from the Port Capabilities Registers Base for this register block.,RO,0x2020
Table 8-314: por_c2capb_c2c_port_register_offset_table_1 attributes,por_c2capb_c2c_port_register_offset_table_1,[63],port_logical_links_offset_valid,Indicates this register has been programmed and is valid.,RO,0b1
Table 8-314: por_c2capb_c2c_port_register_offset_table_1 attributes,por_c2capb_c2c_port_register_offset_table_1,[62:52],rsvd2,rsvd,RO,0x0
Table 8-314: por_c2capb_c2c_port_register_offset_table_1 attributes,por_c2capb_c2c_port_register_offset_table_1,[51:32],port_logical_links_offset,Offset from the Port Registers Base for this register block.,RO,0x2200
Table 8-314: por_c2capb_c2c_port_register_offset_table_1 attributes,por_c2capb_c2c_port_register_offset_table_1,[31],port_egress_id_routetable_offset_valid,Indicates this register has been programmed and is valid.,RO,0b1
Table 8-314: por_c2capb_c2c_port_register_offset_table_1 attributes,por_c2capb_c2c_port_register_offset_table_1,[30:20],rsvd,rsvd,RO,0x0
Table 8-314: por_c2capb_c2c_port_register_offset_table_1 attributes,por_c2capb_c2c_port_register_offset_table_1,[19:0],port_egress_idroute_table_offset,Offset from the Port Registers Base for this register block.,RO,0x20B0
Table 8-315: por_c2capb_c2c_port_capabilities_and_control_header attributes,por_c2capb_c2c_port_capabilities_and_control_header,[63:32],Reserved,Reserved ‑,RO,-
Table 8-315: por_c2capb_c2c_port_capabilities_and_control_header attributes,por_c2capb_c2c_port_capabilities_and_control_header,[31:16],length,Length in bytes of this register block.,RO,0x40
Table 8-315: por_c2capb_c2c_port_capabilities_and_control_header attributes,por_c2capb_c2c_port_capabilities_and_control_header,[15:0],version,Version value is 0h for this version of the spec.,RO,0x0
Table 8-316: por_c2capb_c2c_port_capabilities_1 attributes,por_c2capb_c2c_port_capabilities_1,[63:32],Reserved,Reserved ‑,RO,-
Table 8-316: por_c2capb_c2c_port_capabilities_1 attributes,por_c2capb_c2c_port_capabilities_1,[31:16],NumCrdtMisc,Number of Misc Credits for this Port.,RO,0x40
Table 8-316: por_c2capb_c2c_port_capabilities_1 attributes,por_c2capb_c2c_port_capabilities_1,[15:4],Reserved,Reserved ‑,RO,-
Table 8-316: por_c2capb_c2c_port_capabilities_1 attributes,por_c2capb_c2c_port_capabilities_1,[3:0],NumLinkEnds,Number of Link Ends for this Port. Value is 0 when the Port is disconnected.,RO,0x1
Table 8-317: por_c2capb_c2c_port_capabilities_2 attributes,por_c2capb_c2c_port_capabilities_2,[63:48],NumCrdtSNP,Number is Snoop Credits capable.,RO,0x40
Table 8-317: por_c2capb_c2c_port_capabilities_2 attributes,por_c2capb_c2c_port_capabilities_2,[47:32],NumCrdtRSP,Number is Rsp Credits capable.,RO,0x40
Table 8-317: por_c2capb_c2c_port_capabilities_2 attributes,por_c2capb_c2c_port_capabilities_2,[31:16],Reserved,Reserved ‑,RO,-
Table 8-317: por_c2capb_c2c_port_capabilities_2 attributes,por_c2capb_c2c_port_capabilities_2,[15:0],NumCrdtREQ,Number is Request Credits capable.,RO,0x0
Table 8-318: por_c2capb_c2c_port_control_and_status attributes,por_c2capb_c2c_port_control_and_status,[63:32],Reserved,Reserved,RO,-
Table 8-318: por_c2capb_c2c_port_control_and_status attributes,por_c2capb_c2c_port_control_and_status,[31],Valid,Indicates this register has been programmed and is valid.,RW,0x0
Table 8-318: por_c2capb_c2c_port_control_and_status attributes,por_c2capb_c2c_port_control_and_status,[30:20],rsvd2,rsvd,RW,0x0
Table 8-318: por_c2capb_c2c_port_control_and_status attributes,por_c2capb_c2c_port_control_and_status,[19:16],LinkState,Link State for the Physical Link. Bit definitions: 0 Active 1 Disconnected 7:2 Reserved,RW,0x2
Table 8-318: por_c2capb_c2c_port_control_and_status attributes,por_c2capb_c2c_port_control_and_status,[15:12],rsvd,rsvd,RW,0x0
Table 8-318: por_c2capb_c2c_port_control_and_status attributes,por_c2capb_c2c_port_control_and_status,[11:8],NumLinkEnds,Number of Link Ends in this Port,RW,0x1
Table 8-318: por_c2capb_c2c_port_control_and_status attributes,por_c2capb_c2c_port_control_and_status,[7:0],PortID,Port ID for this port,RW,0x0
Table 8-319: por_c2capb_c2c_port_ingressid_route_table_header attributes,por_c2capb_c2c_port_ingressid_route_table_header,[63:32],Reserved,Reserved ‑,RO,-
Table 8-319: por_c2capb_c2c_port_ingressid_route_table_header attributes,por_c2capb_c2c_port_ingressid_route_table_header,[31:16],Length,Length in bytes of this register block.,RO,0x48
Table 8-319: por_c2capb_c2c_port_ingressid_route_table_header attributes,por_c2capb_c2c_port_ingressid_route_table_header,[15:0],Version,Version of the Port ID Route Table register block. Version value is 0h for this version of the spec.,RO,0x0
Table 8-320: por_c2capb_c2c_port_ingressid_route_table_capabilities attributes,por_c2capb_c2c_port_ingressid_route_table_capabilities,[63:11],Reserved,Reserved,RO,-
Table 8-320: por_c2capb_c2c_port_ingressid_route_table_capabilities attributes,por_c2capb_c2c_port_ingressid_route_table_capabilities,[10:0],NumPortIDRouteEntries,NumPortIdRouteEntries - Number of Route Id Entries supported. Valid values are 0 - 2^NumChipIDBits.,RO,0x0
Table 8-321: por_c2capb_c2c_port_ingressid_route_table_control_and_status attributes,por_c2capb_c2c_port_ingressid_route_table_control_and_status,[63:36],Reserved,Reserved,RO,-
Table 8-321: por_c2capb_c2c_port_ingressid_route_table_control_and_status attributes,por_c2capb_c2c_port_ingressid_route_table_control_and_status,[35:32],CommitStatus,"Status of address decoder commit. Bit definitions 0 Committed - Value of 1 indicated commit is complete 1 Error - commit failed to complete 2-3 Reserved After a commit, the Committed and/or Error bit remain set until the Commit bit is cleared. Clearing the Commit bit will cause all bits in this field to be cleared.",RW,0x0
Table 8-321: por_c2capb_c2c_port_ingressid_route_table_control_and_status attributes,por_c2capb_c2c_port_ingressid_route_table_control_and_status,[31],res2,Reserved,RW,0x0
Table 8-321: por_c2capb_c2c_port_ingressid_route_table_control_and_status attributes,por_c2capb_c2c_port_ingressid_route_table_control_and_status,[30],LockOnCommit,"Lock the programming of the route table when committed Default Values 0 - No Lock on Commit 1 - Lock On Commit When Lock On Commit is enabled, once the committed,all the route tablesare read only until reset",RW,0x0
Table 8-321: por_c2capb_c2c_port_ingressid_route_table_control_and_status attributes,por_c2capb_c2c_port_ingressid_route_table_control_and_status,[29],Commit,Commit the updates to the address decoder. Commit bit will remain set until cleared by software. This bit must be cleared to initiate a subsequent commit.,RW,0x0
Table 8-321: por_c2capb_c2c_port_ingressid_route_table_control_and_status attributes,por_c2capb_c2c_port_ingressid_route_table_control_and_status,[28:11],Reserved,Reserved,RW,0x0
Table 8-321: por_c2capb_c2c_port_ingressid_route_table_control_and_status attributes,por_c2capb_c2c_port_ingressid_route_table_control_and_status,[10:0],NumPortIDRouteEntries,Number of Route ID Entries enabled. Valid values are 0 - 2^NumChipIDBits.,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[63:56],Target_3,The Target (Port or PAG) for the ID Route Entry.,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[55:52],Rsvd_3,Reserved,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[51:50],Loglink_3,The logical link for this ID Route Entry. Valid values are 0-3,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[49],TgtType_3,Target type for this ID Route Entry. Valid Values: 0 Target ID is a Port Aggregation Group 1 Target ID is a port,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[48],Valid_3,Indicates this register has been programmed and is valid.,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[47:40],Target_2,The Target (Port or PAG) for the ID Route Entry.,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[39:36],Rsvd_2,Reserved,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[35:34],Loglink_2,The logical link for this ID Route Entry. Valid values are 0-3,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[33],TgtType_2,Target type for this ID Route Entry. Valid Values: 0 Target ID is a Port Aggregation Group 1 Target ID is a port,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[32],Valid_2,Indicates this register has been programmed and is valid.,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[31:24],Target_1,The Target (Port or PAG) for the ID Route Entry.,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[23:20],Rsvd_1,Reserved,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[19:18],Loglink_1,The logical link for this ID Route Entry. Valid values are 0-3,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[17],TgtType_1,Target type for this ID Route Entry. Valid Values: 0 Target ID is a Port Aggregation Group 1 Target ID is a port,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[16],Valid_1,Indicates this register has been programmed and is valid.,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[15:8],Target_0,The Target (Port or PAG) for the ID Route Entry.,RW,0x0
Table 8-322: por_c2capb_c2c_port_ingressid_route_entry_0 attributes,por_c2capb_c2c_port_ingressid_route_entry_0,[7:4],Rsvd_0,Reserved,RW,0x0
